Ticket #,Customer Complaint,Date,Time,Received Via,City,State,Zip code,Status,Filing on Behalf of Someone
359987,Billing and deceitful practices by Comcast,23-06-2015,19:58:50,Internet,San Francisco,California,94112,Solved,No
361965,Unfair Billing Practices engaged by Comcast/XFinity,24-06-2015,13:39:33,Customer Care Call,San Francisco,California,94116,Solved,No
362015,"Comcast overcharging, despite regular calls and agreed upon price",24-06-2015,13:52:19,Customer Care Call,San Francisco,California,94123,Solved,No
362908,Unclear Quoted Speeds and Prices,24-06-2015,17:19:35,Internet,San Francisco,California,94107,Solved,Yes
362981,Comcast billing practices,24-06-2015,17:41:38,Customer Care Call,San Francisco,California,94117,Solved,Yes
360757,Internet Issues With Comcast,24-06-2015,02:23:18,Customer Care Call,San Francisco,California,94117,Solved,No
363743,Internet speed,25-06-2015,00:45:43,Customer Care Call,San Francisco,California,94114,Open,No
368787,Awful Internet,26-06-2015,16:24:07,Customer Care Call,San Francisco,California,94110,Pending,No
375439,Being charged incorrect price,30-06-2015,16:31:30,Internet,San Francisco,California,94158,Solved,No
220289,False billing,04-06-2015,17:46:04,Customer Care Call,San Jose,California,95131,Closed,Yes
226118,Postal Mail Ticket - #0057,04-09-2015,11:47:10,Customer Care Call,San Jose,California,95131,Closed,Yes
241909,Comcast Xfinity Charges Consumer for Troubleshooting/Fixing its Own Problems,17-04-2015,15:58:33,Internet,San Jose,California,95120,Closed,No
224872,recent hacking of email account,04-08-2015,17:02:42,Customer Care Call,San Jose,California,95125,Closed,No
231549,Comcast Billing,13-04-2015,03:13:19,Customer Care Call,San Jose,California,95112,Closed,No
255243,Internet service termination,24-04-2015,13:22:00,Customer Care Call,San Jose,California,95148,Closed,No
270077,Unnecessary charge by Comcast for technician visit,05-02-2015,14:21:09,Customer Care Call,San Jose,California,95113,Closed,No
282772,"RACIST CUSTOMER SERVICE FROM MANAGER SONIA AND EMPLOYEE ADRIANA COMCAST LOCATION ""999 Edgewater Blvd, Foster City, CA 94404""",05-10-2015,23:05:18,Internet,San Jose,California,95123,Solved,No
318183,Fraudulent use of credit card and credit card information,06-02-2015,06:29:07,Customer Care Call,San Jose,California,95134,Closed,No
325969,Reporting Comcast's Various Problems,06-05-2015,17:02:43,Customer Care Call,San Jose,California,95134,Closed,No
349454,Comcast Billing Complaint,18-06-2015,15:22:54,Customer Care Call,San Jose,California,95129,Open,Yes
348118,Postal Mail Ticket #2334,18-06-2015,10:15:18,Customer Care Call,San Jose,California,95129,Open,Yes
358465,Double billing,23-06-2015,13:52:47,Customer Care Call,San Jose,California,95136,Solved,No
359252,Refund issues,23-06-2015,16:29:21,Customer Care Call,San Jose,California,95132,Solved,No
360274,Price Increase,23-06-2015,21:58:56,Customer Care Call,San Jose,California,95112,Open,No
359652,Comcast Unfair Product Bundling,23-06-2015,18:08:45,Internet,San Jose,California,95126,Solved,No
359923,Comcast not refunding deposit for cancelled Internet,23-06-2015,19:35:09,Customer Care Call,San Jose,California,95135,Solved,No
360797,Comcast artificially inflating prices of Internet only services,24-06-2015,03:15:47,Customer Care Call,San Jose,California,95126,Open,No
360606,Extremely slow internet and no aid from Comcast,24-06-2015,00:11:41,Customer Care Call,San Jose,California,95120,Solved,Yes
363769,Throttling/drastic reduction of speeds,25-06-2015,02:04:32,Internet,San Jose,California,95121,Solved,Yes
275947,Comcast FRAUD,05-06-2015,13:04:24,Customer Care Call,San Leandro,California,94579,Closed,No
360756,Comcast forces rep visit then goes back on their promise,24-06-2015,02:23:10,Customer Care Call,San Leandro,California,94578,Solved,No
236729,COMCAST DENIES PROVIDING OFFERED SERVICE,15-04-2015,11:38:40,Customer Care Call,San Mateo,California,94404,Closed,No
338467,Cable internet unavailable,06-12-2015,21:18:18,Internet,San Mateo,California,94402,Closed,No
360209,unfair pricing and raising of pricing and charging without permission,23-06-2015,21:31:05,Customer Care Call,San Mateo,California,94403,Solved,No
369601,Concern about Comcast Internet Modem Billing Practices,27-06-2015,02:40:23,Customer Care Call,San Mateo,California,94401,Solved,No
370302,Unfair fees?,27-06-2015,17:33:51,Customer Care Call,San Mateo,California,94403,Solved,No
364260,Slow Internet speed,25-06-2015,11:20:19,Customer Care Call,San Rafael,California,94901,Open,No
370299,Comcast changes bill prices without my consent,27-06-2015,17:33:17,Internet,San Rafael,California,94903,Open,No
258662,false claims of internet speed tier,27-04-2015,11:58:32,Internet,San Ramon,California,94582,Closed,No
329234,"Poor Interent Connection-equipment failure, slow speed",06-08-2015,18:14:04,Internet,San Ramon,California,94583,Closed,No
334953,Comcast False & Misleading sale practice,06-11-2015,14:13:07,Internet,San Ramon,California,94582,Solved,No
345891,misleading sales practice and advertising,17-06-2015,14:17:34,Internet,San Ramon,California,94582,Closed,No
362791,"Comcast sold me a ""package"" knowing it wouldn't work for me, and proceeded to charge me more and attempt to tack on fees for their mistake",24-06-2015,16:49:19,Customer Care Call,San Ramon,California,94582,Open,No
360597,Comcast bill way too high for such slow speeds,24-06-2015,00:09:01,Customer Care Call,Sandy,Utah,84094,Open,No
240275,Comcast blocking HBO GO access on Playstation 4,16-04-2015,18:13:05,Customer Care Call,Sandy Springs,Georgia,30350,Closed,No
298256,"Comcast Xfinity Data Cap in Atlanta, GA",19-05-2015,21:25:48,Customer Care Call,Sandy Springs,Georgia,30342,Solved,No
363682,Comcast Data Caps,24-06-2015,23:34:14,Internet,Sandy Springs,Georgia,30328,Pending,No
367260,Comcast ignores my requests to cancel a service and instead added product to my bill and increased the monthly cost.,25-06-2015,23:12:23,Internet,Sandy Springs,Georgia,31150,Open,No
220760,Being Charged for High Speed Internet and Services are not Rendered,04-06-2015,21:59:05,Internet,Sanger,California,93657,Closed,No
342274,Internet unreliable,15-06-2015,20:12:55,Internet,Sanger,California,93657,Open,No
359280,Price of Internet service,23-06-2015,16:36:53,Customer Care Call,Santa Clara,California,95051,Open,No
359993,closed account,23-06-2015,20:00:05,Internet,Santa Clara,California,95051,Solved,No
360705,Comcast inflated internet pricing,24-06-2015,01:23:10,Internet,Santa Clara,California,95054,Open,No
360684,Expensive Internet Service for average speed,24-06-2015,01:05:25,Internet,Santa Clara,California,95051,Open,No
374393,Comcast pricing practices,30-06-2015,11:54:33,Customer Care Call,Santa Clara,California,95054,Open,No
360315,Pricing and lies,23-06-2015,22:15:10,Customer Care Call,Santa Cruz,California,95060,Solved,No
360375,Charge for service they won't deliver,23-06-2015,22:36:45,Customer Care Call,Santa Cruz,California,95065,Open,No
361828,"Comcast throttles Santa Cruz CA to 30Mbits, claims we get 50Mbits",24-06-2015,13:05:46,Internet,Santa Cruz,California,95062,Solved,No
362758,"Comcast Misrepresenting Speeds in Santa Cruz, CA",24-06-2015,16:43:36,Customer Care Call,Santa Cruz,California,95062,Solved,No
363269,Comcast wrong advertised speeds,24-06-2015,19:26:03,Customer Care Call,Santa Cruz,California,95060,Open,No
366448,Misrepresented Internet Speed,25-06-2015,17:08:03,Customer Care Call,Santa Cruz,California,95060,Solved,No
373541,Being charged for internet speeds that equipment can not deliver,29-06-2015,19:31:48,Customer Care Call,Santa Cruz,California,95060,Open,No
215057,Huge number of lies from Comcast,04-02-2015,17:35:48,Customer Care Call,Santa Fe,New Mexico,87507,Closed,No
329212,Comcast Internet and TV,06-08-2015,18:03:14,Customer Care Call,Santa Fe,New Mexico,87507,Solved,No
343521,Poor internet reception,16-06-2015,14:34:55,Customer Care Call,Santa Fe,New Mexico,87501,Open,No
360587,Overcharging and shitty service,24-06-2015,00:06:22,Internet,Santa Fe,New Mexico,87505,Solved,No
373570,Comcast bait and switch,29-06-2015,19:47:55,Internet,Santa Fe,New Mexico,87505,Solved,No
331416,Comcast Issues,06-09-2015,19:00:18,Internet,Santa Fe,Texas,77510,Closed,No
373855,Throttled connection at peak time,30-06-2015,00:00:57,Customer Care Call,Santa Maria,California,93458,Pending,No
349270,Comcast,18-06-2015,14:54:44,Internet,Santa Rosa,California,95403,Solved,No
359612,Price manipulation,23-06-2015,17:58:13,Customer Care Call,Santa Rosa,California,95407,Solved,No
361718,charges for internet service are bogus,24-06-2015,12:39:35,Customer Care Call,Sarasota,Florida,34237,Solved,No
316973,EXTREMELY slow Comcast Internet Connection...Have tried to have fixed but no one comes,06-01-2015,14:34:34,Internet,Sarasota,Florida,34232,Closed,No
213120,Data Overages,04-01-2015,20:05:57,Internet,Savannah,Georgia,31406,Closed,No
215649,Internet service disconnected accidentally by Comcast personnel. Poor service.,04-03-2015,00:04:28,Internet,Savannah,Georgia,31405,Closed,No
230442,Intenet Advertised rate versus customer service phone quote with Comcast XFINITY,04-11-2015,12:42:17,Internet,Savannah,Georgia,31419,Closed,No
257104,Comcast,25-04-2015,16:01:38,Customer Care Call,Savannah,Georgia,31406,Closed,No
306396,Customer Service & Billing,26-05-2015,08:47:55,Internet,Savannah,Georgia,31410,Solved,No
308746,Service issues,27-05-2015,09:16:59,Internet,Savannah,Georgia,31419,Open,No
336532,Billing & Customer Service Issues,06-12-2015,11:17:31,Internet,Savannah,Georgia,31406,Solved,No
359832,Outrageous billing costs and Data caps,23-06-2015,19:09:44,Internet,Savannah,Georgia,31401,Pending,No
365373,Falsifying Plan Rates and Charges,25-06-2015,14:13:31,Internet,Savannah,Georgia,31401,Open,No
369310,comcast data cap,26-06-2015,20:10:39,Internet,Savannah,Georgia,31419,Solved,No
371792,Bait and switch service,29-06-2015,11:13:48,Customer Care Call,Savannah,Georgia,31401,Pending,No
373607,Unable to change my service,29-06-2015,20:21:12,Customer Care Call,Savannah,Georgia,31410,Open,No
358520,Comcast bill and service disclosure,23-06-2015,14:05:40,Customer Care Call,Scappoose,Oregon,97056,Solved,No
211255,Comcast harassment,04-01-2015,00:18:47,Customer Care Call,Schaumburg,Illinois,60193,Closed,No
284663,Complaint regarding billing practices,05-11-2015,21:39:36,Customer Care Call,Schaumburg,Illinois,60193,Solved,No
328348,Complaint against Comcast for provisioning of Internet Service ar Residential Address,06-08-2015,13:18:19,Customer Care Call,Schaumburg,Illinois,60193,Solved,No
353209,Install Gone Bad,19-06-2015,21:35:48,Internet,Schaumburg,Illinois,60173,Solved,No
360692,Comcast's unfair pricing,24-06-2015,01:11:15,Customer Care Call,Schaumburg,Illinois,60193,Solved,No
263241,needed tech suport,29-04-2015,06:53:14,Customer Care Call,Scituate,Massachusetts,2066,Closed,No
277390,Speed Misrepresentation,05-06-2015,21:59:29,Customer Care Call,Scotts Valley,California,95066,Closed,No
347759,Fraudulent advertising,18-06-2015,01:32:54,Internet,Scotts Valley,California,95066,Open,No
319255,Deceptive sales practices,06-02-2015,16:02:04,Customer Care Call,Scranton,Pennsylvania,18510,Closed,No
325642,Comcast Trespassing,06-05-2015,15:02:15,Internet,Scranton,Pennsylvania,18509,Closed,No
218949,Internet issues and Customer Service issues,04-06-2015,10:32:55,Customer Care Call,Seabrook,Texas,77586,Closed,No
364450,Complaints against Comcat,25-06-2015,12:07:17,Internet,Seaford,Delaware,19973,Solved,No
233754,charge for equipment from comcast i was not made aware when i ordered it,14-04-2015,02:06:21,Internet,Seatac,Washington,98168,Closed,No
320969,XFINITY is charging me more money for my account than what it should be,06-03-2015,13:17:41,Internet,Seatac,Washington,98188,Solved,No
359028,Comcast,23-06-2015,15:40:51,Internet,Seattle,North Carolina,98144,Solved,No
231061,Failure of service from Comcast,04-12-2015,05:51:48,Customer Care Call,Seattle,Washington,98136,Closed,No
231062,Failure of service from Comcast,04-12-2015,05:51:50,Internet,Seattle,Washington,98136,Closed,No
238513,Comcast.,16-04-2015,03:21:48,Internet,Seattle,Washington,98178,Closed,No
229036,Internet speeds less than what we are paying for after canceling cable tv service,04-10-2015,14:29:39,Customer Care Call,Seattle,Washington,98107,Closed,No
305301,ComCast continues to bill me though I canceled months ago,24-05-2015,13:04:12,Internet,Seattle,Washington,98109,Solved,No
321676,Billing & Internet Service Issues with Comcast in Seattle WA,06-03-2015,16:38:14,Internet,Seattle,Washington,98117,Closed,No
326414,Comcast repeatedly failing to install Internet service,06-05-2015,22:06:10,Customer Care Call,Seattle,Washington,98112,Solved,No
344732,Slow Internet Speed,17-06-2015,00:35:46,Internet,Seattle,Washington,98103,Solved,No
359984,Comcast's egregious billing techniques,23-06-2015,19:57:52,Internet,Seattle,Washington,98125,Open,No
360176,Comcast's unfair billing practices,23-06-2015,21:23:05,Internet,Seattle,Washington,98106,Solved,No
360526,Slow Internet,23-06-2015,23:29:52,Customer Care Call,Seattle,Washington,98012,Open,No
366821,"slow routing, dropped packets",25-06-2015,19:01:59,Internet,Seattle,Washington,98109,Solved,Yes
372108,Comcast Re-Escalation of Case # ESL01877347 - ORR,29-06-2015,12:42:54,Internet,Seattle,Washington,98178,Open,No
239267,Comcast No Show's,16-04-2015,13:21:43,Internet,Sebring,Florida,33870,Closed,Yes
268873,Fraudulent Billing,05-01-2015,14:42:34,Customer Care Call,Secaucus,New Jersey,7094,Solved,No
306934,Internet Connectivity,26-05-2015,12:09:32,Internet,Secaucus,New Jersey,7094,Solved,No
260733,Data Usage Meter,28-04-2015,09:35:30,Customer Care Call,Senatobia,Mississippi,38668,Closed,No
316257,Comcast Data Usage Meter,06-01-2015,09:44:42,Customer Care Call,Senatobia,Mississippi,38668,Open,No
376228,Comcast/Xfinity Internet Data Cap,30-06-2015,22:06:30,Internet,Senoia,Georgia,30276,Pending,No
371378,"threat of shutting off service of phone,internet and TV",28-06-2015,23:02:02,Internet,Sharon,Connecticut,6069,Pending,No
256671,Comcast Data usage plan limit,25-04-2015,09:35:16,Customer Care Call,Sharpsburg,Georgia,30277,Closed,No
219826,BAD SERVICE/ PLEASE HELP,04-06-2015,15:21:56,Customer Care Call,Shelby Township,Michigan,48317,Closed,No
362231,Improper modems,24-06-2015,14:45:12,Internet,Shelby Township,Michigan,48317,Solved,No
338800,Comcast blocking HBO GO on Playstation,13-06-2015,10:15:06,Internet,Shelbyville,Indiana,46176,Solved,No
215141,Comcast run around,04-02-2015,18:13:28,Internet,Sheridan,Colorado,80110,Closed,No
218168,Multiple Unauthorized and Unwarranted Credit Checks,04-04-2015,20:10:35,Customer Care Call,Shoreview,Minnesota,55126,Closed,No
235629,Comcast Cable Billing Fraud,14-04-2015,18:02:57,Customer Care Call,Shreveport,Louisiana,71106,Closed,No
246762,Comcast billing past disconnection time,21-04-2015,11:24:34,Internet,Shreveport,Louisiana,71118,Closed,Yes
306916,Comcast will not allow me to cancel my internet service.,26-05-2015,11:58:57,Internet,Shreveport,Louisiana,71106,Solved,Yes
345470,DSL,17-06-2015,12:42:56,Customer Care Call,Shreveport,Louisiana,71105,Closed,No
361703,Contract,24-06-2015,12:36:04,Customer Care Call,Shreveport,Louisiana,71115,Solved,No
267527,Comcast over charging,30-04-2015,19:52:57,Customer Care Call,Silver City,New Mexico,88061,Closed,No
223036,Access issues have returned,04-07-2015,21:57:32,Customer Care Call,Silver Spring,Maryland,20910,Closed,No
257349,Comcast Internet Service,25-04-2015,20:09:47,Internet,Silver Spring,Maryland,20903,Open,No
293593,email sdervice,16-05-2015,18:05:47,Customer Care Call,Sinking Spring,Pennsylvania,10608,Open,No
373797,Complaint against Comcast,29-06-2015,22:37:26,Internet,Skokie,Illinois,60203,Closed,No
216841,Internet Speed,04-03-2015,16:04:30,Internet,Slc,Utah,84124,Closed,No
370691,Comcast Internet Complaint,28-06-2015,01:23:56,Customer Care Call,Slc,Utah,84105,Open,No
374352,Comcast service agreement,30-06-2015,11:43:16,Customer Care Call,Slc,Utah,84109,Solved,No
343068,Comcast Service,16-06-2015,12:02:39,Internet,Smyrna,Delaware,19977,Solved,No
373980,Comcast 300GB CAP,30-06-2015,08:15:55,Customer Care Call,Smyrna,Georgia,30080,Pending,No
223158,Internet Essentials,04-08-2015,00:26:24,Internet,Smyrna,Tennessee,37167,Closed,No
360825,Cap complaints,24-06-2015,04:14:57,Customer Care Call,Smyrna,Tennessee,37167,Open,Yes
370900,Comcast Data Caps,28-06-2015,13:11:51,Internet,Smyrna,Tennessee,37167,Solved,No
315515,continue to be scared by comcast,30-05-2015,23:58:23,Internet,Snellville,Georgia,30078,Pending,No
364194,Price Plans,25-06-2015,11:00:28,Customer Care Call,Snellville,Georgia,30078,Solved,No
371259,Complaint against Comcast Corporation,28-06-2015,20:06:28,Internet,Snellville,Georgia,30039,Open,No
358524,Pricing discrimination/ monopolistic behavior in an oligopolistic market,23-06-2015,14:07:44,Customer Care Call,Snoqualmie,Washington,98065,Solved,No
342060,Internet much slower than advertised,15-06-2015,18:16:49,Internet,Somers,New York,10589,Solved,No
359191,Cheating in Bundle Service Pricing,23-06-2015,16:16:44,Internet,Somerset,New Jersey,8873,Open,No
367242,Deceptive Business Practices by Comcast,25-06-2015,22:41:05,Internet,Somerset,New Jersey,8873,Open,No
336340,comcast,06-12-2015,09:47:20,Internet,Somerset,Pennsylvania,15501,Closed,No
338856,Comcast Monopoly and Abuse,13-06-2015,11:06:05,Internet,Somerville,Massachusetts,2143,Solved,No
362997,Comcast Billing,24-06-2015,17:46:53,Internet,Somerville,Massachusetts,2143,Closed,No
271145,Billing,05-04-2015,10:50:12,Customer Care Call,Somonauk,Illinois,60552,Closed,No
266198,Comcast billing and account issues,30-04-2015,12:13:25,Internet,South Bend,Indiana,46615,Closed,Yes
340067,Comcast Rate,14-06-2015,17:14:15,Internet,South Bend,Indiana,46601,Solved,No
360268,Comcast Service and Customer Service,23-06-2015,21:55:56,Customer Care Call,South Bend,Indiana,46637,Solved,No
364137,Comcast data cap,25-06-2015,10:34:04,Internet,South Berwick,Maine,3908,Solved,No
277566,Comcast Internet Service,05-07-2015,07:32:13,Customer Care Call,South Hadley,Massachusetts,1075,Solved,No
325430,FCC.gov website for complaints,06-05-2015,14:00:48,Customer Care Call,South Hadley,Massachusetts,1075,Closed,No
308301,Comcast Billing Complaint,26-05-2015,19:59:11,Customer Care Call,South Haven,Michigan,49090,Open,No
254669,Denial of service,24-04-2015,09:49:00,Internet,South Lyon,Michigan,48178,Closed,No
258986,"Internet Help @ , South Lyon, MI 48178",27-04-2015,13:28:24,Customer Care Call,South Lyon,Michigan,48178,Closed,No
259001,"Internet help @ , South Lyon, MI 48178",27-04-2015,13:35:11,Customer Care Call,South Lyon,Michigan,48178,Closed,No
256720,very low wireless speed not working well,25-04-2015,10:32:11,Internet,South River,New Jersey,8882,Closed,No
309812,internet service from comcast,27-05-2015,16:07:27,Internet,Southampton,Pennsylvania,18966,Solved,No
293693,Comcast,16-05-2015,20:17:04,Customer Care Call,Southaven,Mississippi,38672,Open,No
346868,Data Usage Cap,17-06-2015,18:12:02,Internet,Southaven,Mississippi,38672,Open,No
350181,Charged for data not actually used,18-06-2015,17:39:28,Customer Care Call,Southaven,Mississippi,38671,Open,No
350184,Charged for data not actually used,18-06-2015,17:39:57,Customer Care Call,Southaven,Mississippi,38671,Closed,No
362544,Data overage charges,24-06-2015,15:59:46,Internet,Southaven,Mississippi,38671,Solved,No
339614,Poor internet,13-06-2015,22:37:11,Customer Care Call,Southfield,Michigan,48034,Open,No
375943,Speed,30-06-2015,19:11:06,Internet,Southfield,Michigan,48076,Open,No
261499,billing issues,28-04-2015,13:31:05,Customer Care Call,Spokane,Washington,99205,Closed,No
270680,"Fraudulent billing, erroneous billing, overbilling",05-03-2015,16:10:46,Customer Care Call,Spokane,Washington,99201,Closed,No
361098,xfinity customer service,24-06-2015,09:57:42,Internet,Spokane,Washington,99208,Solved,No
363813,Internet price,25-06-2015,04:40:33,Customer Care Call,Spokane,Washington,99223,Solved,No
218518,Comcast throttling my high-speed internet,04-05-2015,15:24:23,Customer Care Call,Spokane Valley,Washington,99216,Closed,No
375809,Slow internet / Over Charged Billing,30-06-2015,18:26:09,Internet,Spokane Valley,Washington,99212,Open,Yes
314752,No internet available since a comcast techinitian did an intervention to change plans,30-05-2015,08:00:45,Internet,Spring,Texas,77382,Solved,No
352940,Comcast Xfinity Monopoly Abuses,19-06-2015,18:35:52,Internet,Spring,Texas,77389,Open,No
359794,Comcast Billing Support and Practices,23-06-2015,18:56:46,Internet,Spring,Texas,77388,Solved,No
364963,Extremely Poor Customer Service,25-06-2015,13:10:31,Internet,Spring,Texas,77373,Solved,Yes
316650,Interrnet Service,06-01-2015,12:41:14,Customer Care Call,Spring City,Pennsylvania,19475,Closed,No
244218,Comcast,20-04-2015,10:19:31,Customer Care Call,Spring Lake,Michigan,49456,Closed,No
256691,Comcast Cable and Internet,25-04-2015,09:56:34,Internet,Spring Lake,North Carolina,28390,Closed,No
218124,Comcast,04-04-2015,19:06:05,Customer Care Call,Springfield,Illinois,62704,Closed,No
259189,Comcast,27-04-2015,14:26:26,Customer Care Call,Springfield,Illinois,62712,Closed,No
283536,Comcast accourt,05-11-2015,13:39:44,Internet,Springfield,Illinois,62703,Solved,No
318436,availabilty,06-02-2015,11:04:13,Internet,Springfield,Illinois,62711,Closed,No
338859,Comcast Internet Services,13-06-2015,11:08:27,Internet,Springfield,Illinois,62703,Solved,No
358498,Unfair billing practices by Comcast Xfinity,23-06-2015,14:00:31,Internet,Springfield,Illinois,62704,Solved,No
364896,Unfair Billing Practices,25-06-2015,13:05:19,Internet,Springfield,Illinois,62701,Solved,No
371472,Incorrect Billing of NON-RENTED Equipment,29-06-2015,06:21:41,Customer Care Call,Springfield,Illinois,62704,Solved,No
242481,paying for hi speed internet 105 mbps,17-04-2015,21:02:05,Customer Care Call,Springfield,Massachusetts,1128,Closed,No
350035,"Comcast Internet, being charged full price for partial service",18-06-2015,16:50:42,Internet,Springfield,Oregon,97478,Solved,No
363649,Poor Quality Service and Broken Promises,24-06-2015,22:54:37,Customer Care Call,Springfield,Oregon,97477,Pending,No
218097,Monthly Rate Confusion & Poor Customer Support,04-04-2015,18:20:50,Internet,St Augustine,Florida,32080,Closed,No
326114,billing complaint - Comcast digital phone/internet service,06-05-2015,18:03:30,Customer Care Call,St Augustine,Florida,32086,Solved,No
357733,Comcast (Xfinity) Internet Service,23-06-2015,10:52:14,Internet,St Augustine,Florida,32084,Solved,No
340158,Cant cancel internet on Sundays?,14-06-2015,19:33:20,Customer Care Call,St Cloud,Florida,34772,Solved,No
361572,Internet Speeds,24-06-2015,12:10:30,Customer Care Call,St Johns,Florida,32259,Solved,No
313370,Comcast - HBO - PS3,29-05-2015,12:44:16,Internet,St Paul,Minnesota,55104,Pending,No
369429,Over Charged for Service Never Received,26-06-2015,21:52:17,Customer Care Call,St. Augustine,Florida,32080,Solved,No
262108,Comcast,28-04-2015,16:03:22,Customer Care Call,St. Paul,Minnesota,55108,Closed,No
320534,Billing Issues,06-03-2015,10:55:17,Internet,St. Paul,Minnesota,55116,Closed,No
362731,Internet speeds not as advertised. Bandwith not available as advertised,24-06-2015,16:38:27,Customer Care Call,St. Paul,Minnesota,55116,Solved,No
376190,Comcast Xfinity Deceptive Billing Practices,30-06-2015,21:33:20,Customer Care Call,St. Paul,Minnesota,55116,Closed,No
329610,Xfiniti account,06-08-2015,21:33:54,Customer Care Call,Steamboat Springs,Colorado,80477,Solved,No
297456,Excessive early termination fees due immediately after 10+ years of service,19-05-2015,15:45:08,Internet,Stephens City,Virginia,22655,Solved,No
247328,Comcast Complaint,21-04-2015,13:17:54,Internet,Sterling,Illinois,61081,Closed,Yes
372295,"Comcast Forcing me to purchase cable tv, only want internet",29-06-2015,13:36:41,Customer Care Call,Sterling,Illinois,61081,Solved,No
262192,installed on 4/26 still not working,28-04-2015,16:27:34,Customer Care Call,Sterling,Virginia,20166,Closed,No
322413,Comcast / Xfinity Billing Issue,06-03-2015,22:29:02,Internet,Sterling Heights,Michigan,48312,Solved,No
369649,Xfinity security system,27-06-2015,08:28:16,Internet,Sterling Heights,Michigan,48310,Solved,No
361383,Billing Overcharging Issues By Comcast,24-06-2015,11:14:43,Internet,Sterling Hts,Michigan,48310,Pending,No
359099,Internet Speed Cut in Half with no Notification,23-06-2015,15:55:31,Internet,Stevensville,Michigan,49127,Pending,No
337660,internet access,06-12-2015,16:23:28,Customer Care Call,Stillwater,Minnesota,55082,Pending,No
327569,Data Caps,06-07-2015,18:09:44,Internet,Stockbridge,Georgia,30281,Solved,No
362576,Comcast Data Cap,24-06-2015,16:04:24,Customer Care Call,Stockbridge,Georgia,30281,Pending,No
236066,Complaint#67455,14-04-2015,21:38:30,Customer Care Call,Stockton,California,95219,Closed,No
319877,Bad interner speeds and access,06-02-2015,19:54:40,Customer Care Call,Stockton,California,95062,Closed,Yes
360748,Billing practices,24-06-2015,02:11:24,Internet,Stockton,California,95219,Closed,No
368078,Fraud,26-06-2015,12:47:29,Customer Care Call,Stockton,California,95202,Open,No
211784,billing,04-01-2015,12:32:23,Customer Care Call,Stone Mountain,Georgia,30083,Closed,No
220145,No email service from Comcast,04-06-2015,17:02:34,Internet,Stone Mountain,Georgia,30087,Closed,No
223729,Service Quality,04-08-2015,11:54:56,Customer Care Call,Stone Mountain,Georgia,30088,Closed,No
336079,No internet service,06-11-2015,22:35:03,Internet,Stone Mountain Ga,Georgia,30087,Solved,No
218840,COMPLAINT ABOUT COMCAST/XFinity,04-06-2015,09:02:43,Customer Care Call,Stoughton,Massachusetts,2072,Closed,No
372154,Comcast- Unfair Pricing,29-06-2015,12:55:22,Customer Care Call,Streamwood,Illinois,60107,Open,No
333465,high speed internet access,06-10-2015,17:32:37,Customer Care Call,Stuart,Florida,24996,Closed,No
344690,Internet being throttled,16-06-2015,22:58:37,Internet,Sugar Land,Texas,77479,Open,No
308769,no internet service for more than 20 days,27-05-2015,09:46:33,Internet,Sugarland,Texas,77479,Solved,No
303597,Paying for service for 12 months without recieving the service,22-05-2015,14:31:20,Customer Care Call,Suisun City,California,94585,Solved,No
233471,Internet Outage,13-04-2015,20:19:14,Internet,Suitland,Maryland,20746,Closed,No
356742,Comcast data cap,22-06-2015,17:43:44,Internet,Sullivan's Island,South Carolina,29482,Solved,No
361903,Continuous Internet problems.,24-06-2015,13:22:57,Customer Care Call,Summerfield,Florida,34491,Solved,No
255037,Billing - Comcast,24-04-2015,12:22:26,Internet,Sunnyvale,California,94087,Closed,No
272394,Comcast refusing to fix connectivity issues,05-04-2015,17:22:20,Customer Care Call,Sunnyvale,California,94087,Solved,No
308850,Comcast charged me higher than quoted on the phone,27-05-2015,10:43:01,Internet,Sunnyvale,California,94089,Solved,No
331848,Misleading and deceptive sale of Internet service,06-09-2015,22:59:40,Customer Care Call,Sunnyvale,California,94086,Solved,No
307472,Comcast Refund and discontinue Service billing,26-05-2015,14:28:50,Customer Care Call,Sunrise,Florida,33351,Open,No
242577,Comcast service and pricing,17-04-2015,23:08:08,Internet,Suquamish,Washington,98392,Closed,No
265823,Billed for services not ordered or recieved,30-04-2015,09:47:27,Customer Care Call,Surf City,New Jersey,8008,Closed,No
213518,Xfinity/Comcast throttles bandwidth way below contract level,04-02-2015,08:29:01,Customer Care Call,Suwanee,Georgia,30024,Closed,No
344883,Comcast Data Usage Limit in Atlanta,17-06-2015,09:54:55,Customer Care Call,Suwanee,Georgia,30024,Solved,No
369563,comcast data caps,27-06-2015,00:33:29,Internet,Suwanee,Georgia,30038,Pending,No
290085,COMCAST INTERNET,14-05-2015,14:32:01,Customer Care Call,Swedesboro,New Jersey,8085,Solved,No
345639,Recent fines to AT&T and possibly...,17-06-2015,13:23:44,Internet,Swoyersville,Pennsylvania,18704,Open,No
358840,Predatory Monopolistic Pricing,23-06-2015,15:07:40,Customer Care Call,Sykesville,Maryland,21784,Solved,No
363603,Outrageous Comcast charges,24-06-2015,22:22:12,Internet,Sykesville,Maryland,21784,Solved,No
371208,Price fixing and monopolistic behaivor,28-06-2015,18:33:01,Customer Care Call,Sykesville,Maryland,21784,Solved,No
258152,Customer service,27-04-2015,07:00:03,Internet,Tabernacle,New Jersey,8088,Closed,No
326331,bills/identity,06-05-2015,20:44:55,Customer Care Call,Tacoma,Washington,98405,Solved,No
